Company,ExpandRound2,FundingYear,FundingDate,Amount,SourceURL,Founded_Year,Status,ReportRegion1,ReportRegion2,ReportRegion3,ReportCountry,ReportCity,L2 (Bank Type),L3 (Bank Model),Sector
Revolut,Seed/Angel,2015,7/20/2015,"  2,334,481 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Revolut,Seed/Angel,2016,2/4/2016,"  2,478,524 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Revolut,Series A,2016,7/14/2016,"  9,006,304 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Revolut,Series B,2017,7/11/2017,"  66,000,000 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Revolut,Series B,2017,8/27/2017,  -   ,http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Revolut,Series C,2018,4/26/2018,"  250,000,000 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Revolut,Series D,2020,2/17/2020,"  500,000,000 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Revolut,Series D,2020,7/24/2020,"  80,000,000 ",http://www.revolut.com,2015,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Rho Business Banking,Seed/Angel,2019,10/15/2019,"  4,900,000 ",https://rho.co,2018,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
Rho Business Banking,Seed/Angel,2020,1/20/2020,  -   ,https://rho.co,2018,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
RocketBank,Seed/Angel,2013,10/2/2013,"  2,000,000 ",rocketbank.ru,2012,Operating,EMEA,Europe (incl Russia),Eastern Europe,Russia,Moscow,Challenger Bank,FinTech,Retail Banking
RocketBank,Seed/Angel,2014,12/5/2014, NULL,rocketbank.ru,2012,Operating,EMEA,Europe (incl Russia),Eastern Europe,Russia,Moscow,Challenger Bank,FinTech,Retail Banking
SadaPay,Seed/Angel,2019,9/3/2019,  -   ,https://sadapay.pk,2018,Operating,APAC,APAC,South Asia ,Pakistan,0,NeoBank,Independent ,Retail Banking
Seed,Seed/Angel,2014,12/1/2014,"  120,000 ",https://seed.co/,2014,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Seed,Seed/Angel,2017,8/21/2017,"  120,000 ",https://seed.co/,2014,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Seed,Seed/Angel,2018,8/2/2018,  -   ,https://seed.co/,2014,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Seed,Unattributed VC,2015,10/24/2015,"  5,000,000 ",https://seed.co/,2014,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Shine ,Seed/Angel,2017,7/11/2017,"  3,212,744 ",https://www.shine.fr/,2017,Operating,EMEA,Europe (incl Russia),Western Europe,France,Paris,Challenger Bank,FinTech,Retail and SME
Shine ,Series A,2018,9/4/2018,"  9,300,000 ",https://www.shine.fr/,2017,Operating,EMEA,Europe (incl Russia),Western Europe,France,Paris,Challenger Bank,FinTech,Retail and SME
SnapCheck,Seed/Angel,2016,3/1/2016, NULL,http://gosnapcheck.com,2014,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
SnapCheck,Seed/Angel,2018,4/1/2018,  -   ,http://gosnapcheck.com,2014,Operating,Americas,North America,CA,United States,San Francisco,NeoBank,Partnership,Retail Banking
Starling Bank,Series A,2016,1/11/2016,"  69,836,365 ",https://www.starlingbank.com/,2014,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Starling Bank,Series B,2018,4/24/2018,"  13,994,136 ",https://www.starlingbank.com/,2014,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Starling Bank,Series C,2019,2/13/2019,"  96,413,421 ",https://www.starlingbank.com/,2014,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Starling Bank,Unattributed VC,2019,10/23/2019,"  38,761,292 ",https://www.starlingbank.com/,2014,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Starling Bank,Unattributed VC,2020,2/10/2020,"  77,496,852 ",https://www.starlingbank.com/,2014,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Starling Bank,Unattributed VC,2020,5/28/2020,"  49,274,373 ",https://www.starlingbank.com/,2014,Operating,EMEA,Europe (incl Russia),Northern Europe,United Kingdom,London,Challenger Bank,FinTech,Retail Banking
Stash,Seed/Angel,2015,8/12/2015,"  1,500,000 ",http://www.stash.com,2015,Operating,Americas,North America,NY,United States,New York,NeoBank,Partnership,Retail Banking
